0, 0, 0,
0, 1, 0,
0, 2, 0,
0, 3, 0,

@1, 0, -1,
1, 2, 0,
1, 3, 0,


1, 0, -1,
1, 1, -1,
1, 2, -1,
1, 3, -1,

2, 1, -1,
2, 2, -1,
2, 3, -1,

3, 0, -1,
3, 1, -1,
3, 2, -1,
3, 3, -1,

4, 0, -2,
4, 1, -2,
4, 2, -2,
4, 3, -2,

5, 0, -2,
5, 1, -2,
5, 2, -2,
5, 3, -2,
5, 4, -2,

6, 1, -2,
6, 2, -2,
6, 3, -2,
6, 4, -2,
6, 5, -2,

7, 2, -2,
7, 3, -2,
7, 4, -2,
7, 5, -2,
7, 6, -2,

8, 4, -2, 2,
8, 5, -2, 2,

9, 4, -2, 2,

8, 2, -3,
8, 3, -3,
8, 4, -3,
8, 5, -3,
8, 6, -3,

9, 2, -3,
9, 3, -3,
9, 4, -3,
9, 5, -3,
9, 6, -3,

10, 2, -3,
10, 3, -3,
10, 4, -3,
10, 5, -3,
10, 6, -3,

11, 1, -3,
11, 2, -3,
11, 3, -3,

11, 1, -4,
11, 2, -4,
11, 3, -4,
11, 4, -4,

12, 0, -3,
12, 1, -3,
12, 2, -3,

12, 1, -4,
12, 2, -4,
12, 3, -4,
12, 4, -4,

13, 0, -4,
13, 1, -4,
13, 2, -4,
13, 3, -4,
13, 4, -4,

14, 0, -4,
14, 1, -4,
14, 2, -4,

15, 0, -5,
15, 1, -5,
15, 2, -5,

16, -1, -6,
16, 0, -6,
16, 1, -6,

17, -2, -6,
17, -1, -6,
17, 0, -6,

17, -2, -7,
17, -1, -7,
17, 0, -7,
17, 1, -7,

18, -2, -7,
18, -1, -7,
18, 0, -7,
18, 1, -7,

19, -2, -7,
19, -1, -7,
@18, 0, -7,
19, 1, -7,

20, -2, -7,
20, -1, -7,
20, 0, -7,
20, 1, -7,
20, 2, -7,

21, -2, -8,
21, -1, -8,
21, 0, -8,
21, 1, -8,

22, -2, -8,
22, -1, -8,
22, 0, -8,
22, 1, -8,

23, -2, -8,
23, -1, -8,
@22, 0, -8,
23, 1, -8,
23, 2, -8,

24, -1, -8,
24, 0, -8,
24, 1, -8,
24, 2, -8,
24, 3, -8,

25, 0, -8,
25, 1, -8,
25, 2, -8,
25, 3, -8,

26, 4, -8,

26, 1, -9,
26, 2, -9,
26, 3, -9,
26, 4, -9,

27, 5, -8,

27, 1, -9,
27, 2, -9,
27, 3, -9,
27, 4, -9,
27, 5, -9,

28, 6, -8,

28, 1, -9,
28, 2, -9,
28, 3, -9,
28, 4, -9,
28, 5, -9,
28, 6, -9,

29, 3, -9,
29, 4, -9,
29, 5, -9,
29, 6, -9,

30, 3, -10,
30, 4, -10,
30, 5, -10,
30, 6, -10,

31, 2, -10,
31, 3, -10,
31, 4, -10,
31, 5, -10,
31, 6, -10,

32, 2, -10,
32, 3, -10,
32, 4, -10,
32, 5, -10,
32, 6, -10,

33, 2, -11,
33, 3, -11,
33, 4, -11,
33, 5, -11,
33, 6, -11,

34, 2, -11,
34, 3, -11,
34, 4, -11,

35, 2, -11,
35, 3, -11,

36, 2, -11, 4
