0, 0, 0, 2
0, 1, 0, 2
0, 2, 0,
0, 3, 0,
0, 4, 0,
0, 5, 0,

1, 0, -1,
1, 1, -1,
1, 2, -1,
1, 3, -1,
1, 4, -1,
1, 5, -1,

2, 0, -2,
2, 1, -2,
2, 2, -2,
2, 3, -2,
2, 4, -2,
2, 5, -2,

3, 1, -2,
3, 4, -2,

3, 0, -3,
3, 2, -3,
3, 3, -3,
3, 5, -3,

4, 0, -3,
4, 1, -3,
4, 2, -3,
4, 3, -3,
4, 4, -3,
4, 5, -3,

5, 1, -3,
5, 4, -3,

5, 0, -4,
5, 2, -4,
5, 3, -4,
5, 5, -4,

6, 0, -4,
6, 1, -4,
6, 2, -4,
6, 3, -4,
6, 4, -4,
6, 5, -4,

7, 1, -4,
7, 3, -4,
7, 4, -4,

7, 0, -5, 
7, 1, -5,
7, 2, -5,
7, 3, -5,
7, 4, -5,
7, 5, -5,

8, 1, -5,
8, 2, -5,
8, 3, -5,
8, 4, -5,
8, 5, -5,

9, 0, -5,
9, 1, -5,
9, 3, -5,
9, 4, -5,

9, 0, -6,
9, 1, -6,
9, 2, -6,
9, 3, -6,
9, 4, -6,
9, 5, -6,

10, 1, -6,
10, 2, -6,
10, 3, -6,
10, 4, -6,
10, 5, -6,

11, 0, -6,
11, 1, -6,
11, 2, -6,
11, 3, -6,
11, 4, -6,
11, 5, -6,

12, 0, -7,
12, 1, -7,
12, 2, -7,
12, 3, -7,
12, 4, -7,
12, 5, -7,

13, 0, -7,
13, 1, -7,
13, 2, -7,
13, 3, -7,
13, 4, -7,
13, 5, -7,

14, 0, -8,
14, 1, -8,
14, 2, -8,
14, 3, -8,
14, 4, -8,
14, 5, -8,

15, 0, -8,
15, 1, -8,
15, 2, -8,
15, 3, -8,
15, 4, -8,

16, 2, -8,
16, 3, -8,
16, 4, -8,
16, 5, -8,

16, 0, -9,
16, 1, -9,
16, 2, -9,
16, 3, -9,
16, 4, -9,
16, 5, -9,

17, -1, -9,
17, 0, -9,
17, 1, -9,
17, 2, -9,
17, 3, -9,
17, 4, -9,
17, 5, -9,

18, -2, -9,
18, 0, -9,
18, 2, -9,
18, 3, -9,
18, 4, -9,
18, 5, -9,

18, 0, -10,
18, 1, -10,
18, 2, -10,
18, 3, -10,
18, 4, -10,
18, 5, -10,

19, 0, -9,
19, 1, -9,
19, 2, -9,
19, 3, -9,

19, 0, -10,
19, 1, -10,
19, 2, -10,
19, 3, -10,
19, 4, -10,

20, 0, -11,
20, 1, -11,
20, 2, -11,
20, 3, -11,
20, 4, -11,
20, 5, -11,

21, 0, -11,
21, 1, -11,
21, 2, -11,
21, 3, -11,
21, 4, -11,

22, 2, -11,
